"location","sim_type","period","date","variable","var_type","value"
"Indiana","linear_increase_sd","Past",2020-04-22,"daily_all_infections","lower_95",1035
"Indiana","linear_increase_sd","Past",2020-04-22,"daily_cases","lower_95",362
"Indiana","linear_increase_sd","Past",2020-04-22,"daily_deaths","lower_95",29
"Indiana","linear_increase_sd","Past",2020-04-22,"daily_hosps","lower_95",59
"Indiana","linear_increase_sd","Past",2020-04-23,"daily_all_infections","lower_95",982
"Indiana","linear_increase_sd","Past",2020-04-23,"daily_cases","lower_95",384
"Indiana","linear_increase_sd","Past",2020-04-23,"daily_deaths","lower_95",34
"Indiana","linear_increase_sd","Past",2020-04-23,"daily_hosps","lower_95",58
"Indiana","linear_increase_sd","Past",2020-04-24,"daily_all_infections","lower_95",921
"Indiana","linear_increase_sd","Past",2020-04-24,"daily_cases","lower_95",311
"Indiana","linear_increase_sd","Past",2020-04-24,"daily_deaths","lower_95",30
"Indiana","linear_increase_sd","Past",2020-04-24,"daily_hosps","lower_95",56
"Indiana","linear_increase_sd","Past",2020-04-25,"daily_all_infections","lower_95",998
"Indiana","linear_increase_sd","Past",2020-04-25,"daily_cases","lower_95",378
"Indiana","linear_increase_sd","Past",2020-04-25,"daily_deaths","lower_95",28
"Indiana","linear_increase_sd","Past",2020-04-25,"daily_hosps","lower_95",53
"Indiana","linear_increase_sd","Past",2020-04-26,"daily_all_infections","lower_95",2006
"Indiana","linear_increase_sd","Past",2020-04-26,"daily_cases","lower_95",304
"Indiana","linear_increase_sd","Past",2020-04-26,"daily_deaths","lower_95",29
"Indiana","linear_increase_sd","Past",2020-04-26,"daily_hosps","lower_95",50
"Indiana","linear_increase_sd","Past",2020-04-27,"daily_all_infections","lower_95",1115
"Indiana","linear_increase_sd","Past",2020-04-27,"daily_cases","lower_95",340
"Indiana","linear_increase_sd","Past",2020-04-27,"daily_deaths","lower_95",29
"Indiana","linear_increase_sd","Past",2020-04-27,"daily_hosps","lower_95",49
"Indiana","linear_increase_sd","Past",2020-04-28,"daily_all_infections","lower_95",952
"Indiana","linear_increase_sd","Past",2020-04-28,"daily_cases","lower_95",339
"Indiana","linear_increase_sd","Past",2020-04-28,"daily_deaths","lower_95",27
"Indiana","linear_increase_sd","Past",2020-04-28,"daily_hosps","lower_95",45
"Indiana","linear_increase_sd","Past",2020-04-29,"daily_all_infections","lower_95",1564
"Indiana","linear_increase_sd","Past",2020-04-29,"daily_cases","lower_95",295
"Indiana","linear_increase_sd","Past",2020-04-29,"daily_deaths","lower_95",28
"Indiana","linear_increase_sd","Past",2020-04-29,"daily_hosps","lower_95",44
"Indiana","linear_increase_sd","Past",2020-04-30,"daily_all_infections","lower_95",1040
"Indiana","linear_increase_sd","Past",2020-04-30,"daily_cases","lower_95",343
"Indiana","linear_increase_sd","Past",2020-04-30,"daily_deaths","lower_95",23
"Indiana","linear_increase_sd","Past",2020-04-30,"daily_hosps","lower_95",42
"Indiana","linear_increase_sd","Past",2020-05-01,"daily_all_infections","lower_95",1397
"Indiana","linear_increase_sd","Past",2020-05-01,"daily_cases","lower_95",415
"Indiana","linear_increase_sd","Past",2020-05-01,"daily_deaths","lower_95",20
"Indiana","linear_increase_sd","Past",2020-05-01,"daily_hosps","lower_95",41
"Indiana","linear_increase_sd","Past",2020-05-02,"daily_all_infections","lower_95",1085
"Indiana","linear_increase_sd","Past",2020-05-02,"daily_cases","lower_95",553
"Indiana","linear_increase_sd","Past",2020-05-02,"daily_deaths","lower_95",25
"Indiana","linear_increase_sd","Past",2020-05-02,"daily_hosps","lower_95",40
"Indiana","linear_increase_sd","Past",2020-05-03,"daily_all_infections","lower_95",999
"Indiana","linear_increase_sd","Past",2020-05-03,"daily_cases","lower_95",421
"Indiana","linear_increase_sd","Past",2020-05-03,"daily_deaths","lower_95",24
